% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:13
% Dimension:          3
% Nodes:              14185
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-30.468         -6.9323        40.000         0.0000
-30.454         17.051         40.000         0.0000
-30.434         12.621         40.000         0.0000
-30.359         6.6415         40.000         0.0000
-30.341         35.626         40.000         0.0000
-30.182         -49.628        40.000         0.0000
-30.101         -47.403        40.000         0.0000
-30.047         26.491         40.000         0.0000
-30.020         -45.177        40.000         0.0000
-29.969         51.979         40.000         0.0000
-29.968         -51.980        40.000         0.0000
-29.895         -22.692        40.000         0.0000
-29.891         -36.968        40.000         0.0000
-29.867         49.770         40.000         0.0000
-29.857         -8.9654        40.000         0.0000
-29.706         -43.102        40.000         0.0000
-29.666         9.1785         40.000         0.0000
-29.634         -41.358        40.000         0.0000
-29.561         -39.614        40.000         0.0000
-29.512         47.552         40.000         0.0000
-29.377         -15.477        40.000         0.0000
-29.339         1.2987         40.000         0.0000
-29.285         -33.452        40.000         0.0000
-29.269         19.482         40.000         0.0000
-29.249         15.052         40.000         0.0000
-29.246         -10.998        40.000         0.0000
-29.156         45.334         40.000         0.0000
-29.147         -0.86175       40.000         0.0000
-29.114         43.080         40.000         0.0000
-29.082         37.351         40.000         0.0000
-29.049         41.453         40.000         0.0000
-29.019         -19.809        40.000         0.0000
-28.984         39.825         40.000         0.0000
-28.955         -3.0222        40.000         0.0000
-28.943         -30.794        40.000         0.0000
-28.922         3.4235         40.000         0.0000
-28.855         11.116         40.000         0.0000
-28.818         24.005         40.000         0.0000
-28.788         33.695         40.000         0.0000
-28.763         -5.1826        40.000         0.0000
-28.628         -27.861        40.000         0.0000
-28.504         5.5483         40.000         0.0000
-28.467         -48.436        40.000         0.0000
-28.386         -46.211        40.000         0.0000
-28.345         -35.024        40.000         0.0000
-28.323         -17.339        40.000         0.0000
-28.314         -24.927        40.000         0.0000
-28.304         31.306         40.000         0.0000
-28.234         -50.751        40.000         0.0000
-28.154         -13.379        40.000         0.0000
-28.153         -7.2156        40.000         0.0000
-28.087         7.6731         40.000         0.0000
-28.073         -44.136        40.000         0.0000
-28.065         17.483         40.000         0.0000
-28.045         13.053         40.000         0.0000
-28.016         -37.670        40.000         0.0000
-28.001         53.065         40.000         0.0000
-28.000         -53.066        40.000         0.0000
-27.920         50.893         40.000         0.0000
-27.838         48.721         40.000         0.0000
-27.759         -42.061        40.000         0.0000
-27.720         28.674         40.000         0.0000
-27.687         -40.316        40.000         0.0000
-27.588         21.519         40.000         0.0000
-27.542         -9.2487        40.000         0.0000
-27.529         35.420         40.000         0.0000
-27.498         0.36334        40.000         0.0000
-27.482         46.502         40.000         0.0000
-27.440         44.249         40.000         0.0000
-27.438         -22.045        40.000         0.0000
-27.431         37.894         40.000         0.0000
-27.416         2.1588         40.000         0.0000
-27.399         41.996         40.000         0.0000
-27.334         40.368         40.000         0.0000
-27.306         -1.7971        40.000         0.0000
-27.277         9.6106         40.000         0.0000
-27.136         26.042         40.000         0.0000
-27.114         -3.9575        40.000         0.0000
-27.100         -15.242        40.000         0.0000
-26.998         4.2836         40.000         0.0000
-26.931         -11.282        40.000         0.0000
-26.860         15.484         40.000         0.0000
-26.839         -5.7084        40.000         0.0000
-26.829         19.278         40.000         0.0000
-26.800         -33.081        40.000         0.0000
-26.753         -47.244        40.000         0.0000
-26.742         -19.575        40.000         0.0000
-26.581         6.4085         40.000         0.0000
-26.499         -49.522        40.000         0.0000
-26.486         -30.147        40.000         0.0000
-26.471         -35.727        40.000         0.0000
-26.466         11.548         40.000         0.0000
-26.439         -45.169        40.000         0.0000
-26.245         -51.800        40.000         0.0000
-26.228         -7.7415        40.000         0.0000
-26.171         -27.214        40.000         0.0000
-26.141         -38.373        40.000         0.0000
-26.126         -43.094        40.000         0.0000
-26.086         8.0805         40.000         0.0000
-26.047         -17.105        40.000         0.0000
-25.993         54.078         40.000         0.0000
-25.992         -54.078        40.000         0.0000
