% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:12
% Dimension:          3
% Nodes:              15376
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-44.364         17.464         8.9000         0.0000
-44.357         23.779         8.9000         0.0000
-44.319         37.659         8.9000         0.0000
-44.288         -18.763        8.9000         0.0000
-44.226         31.398         8.9000         0.0000
-44.225         19.065         8.9000         0.0000
-44.165         -8.1866        8.9000         0.0000
-44.136         34.693         8.9000         0.0000
-44.106         -11.528        8.9000         0.0000
-44.056         -32.304        8.9000         0.0000
-43.980         8.9484         8.9000         0.0000
-43.970         -13.120        8.9000         0.0000
-43.931         -27.266        8.9000         0.0000
-43.854         12.412         8.9000         0.0000
-43.834         -14.713        8.9000         0.0000
-43.813         -35.392        8.9000         0.0000
-43.812         2.6292         8.9000         0.0000
-43.796         41.011         8.9000         0.0000
-43.795         -41.012        8.9000         0.0000
-43.774         25.212         8.9000         0.0000
-43.730         -16.686        8.9000         0.0000
-43.697         -21.975        8.9000         0.0000
-43.676         7.3825         8.9000         0.0000
-43.602         29.887         8.9000         0.0000
-43.598         -1.6133        8.9000         0.0000
-43.509         -3.6739        8.9000         0.0000
-43.484         -30.649        8.9000         0.0000
-43.484         22.395         8.9000         0.0000
-43.469         -0.063309      8.9000         0.0000
-43.468         -7.2612        8.9000         0.0000
-43.420         -5.7346        8.9000         0.0000
-43.376         26.794         8.9000         0.0000
-43.372         5.8167         8.9000         0.0000
-43.298         -9.5771        8.9000         0.0000
-43.294         -38.788        8.9000         0.0000
-43.245         -23.763        8.9000         0.0000
-43.192         35.980         8.9000         0.0000
-43.139         -19.898        8.9000         0.0000
-43.112         10.423         8.9000         0.0000
-43.072         20.404         8.9000         0.0000
-43.069         4.2509         8.9000         0.0000
-43.035         -33.476        8.9000         0.0000
-43.022         39.139         8.9000         0.0000
-43.009         33.013         8.9000         0.0000
-42.986         13.887         8.9000         0.0000
-42.979         28.376         8.9000         0.0000
-42.913         -28.995        8.9000         0.0000
-42.892         15.349         8.9000         0.0000
-42.799         16.812         8.9000         0.0000
-42.793         -25.551        8.9000         0.0000
-42.792         -36.564        8.9000         0.0000
-42.726         1.5583         8.9000         0.0000
-42.660         18.412         8.9000         0.0000
-42.601         -8.6517        8.9000         0.0000
-42.581         -17.822        8.9000         0.0000
-42.431         -10.968        8.9000         0.0000
-42.427         42.426         8.9000         0.0000
-42.426         -42.427        8.9000         0.0000
-42.386         31.502         8.9000         0.0000
-42.341         -27.340        8.9000         0.0000
-42.331         23.734         8.9000         0.0000
-42.314         9.4971         8.9000         0.0000
-42.295         -12.560        8.9000         0.0000
-42.280         8.0894         8.9000         0.0000
-42.248         37.266         8.9000         0.0000
-42.243         11.898         8.9000         0.0000
-42.203         -31.560        8.9000         0.0000
-42.159         -14.153        8.9000         0.0000
-42.068         -21.135        8.9000         0.0000
-42.065         34.300         8.9000         0.0000
-42.023         -15.745        8.9000         0.0000
-42.014         -34.648        8.9000         0.0000
-41.983         3.1800         8.9000         0.0000
-41.976         6.5235         8.9000         0.0000
-41.948         -40.225        8.9000         0.0000
-41.934         25.316         8.9000         0.0000
-41.919         21.743         8.9000         0.0000
-41.904         -7.7263        8.9000         0.0000
-41.898         -2.6124        8.9000         0.0000
-41.857         -6.1997        8.9000         0.0000
-41.809         -4.6731        8.9000         0.0000
-41.769         -1.0625        8.9000         0.0000
-41.762         29.991         8.9000         0.0000
-41.734         -10.042        8.9000         0.0000
-41.726         -22.653        8.9000         0.0000
-41.677         40.575         8.9000         0.0000
-41.673         4.9577         8.9000         0.0000
-41.640         0.48747        8.9000         0.0000
-41.632         -29.905        8.9000         0.0000
-41.536         26.898         8.9000         0.0000
-41.510         -19.059        8.9000         0.0000
-41.507         19.751         8.9000         0.0000
-41.471         -38.023        8.9000         0.0000
-41.446         10.972         8.9000         0.0000
-41.375         13.372         8.9000         0.0000
-41.282         14.835         8.9000         0.0000
-41.274         -24.441        8.9000         0.0000
-41.189         16.298         8.9000         0.0000
-41.182         -32.732        8.9000         0.0000
-41.139         28.480         8.9000         0.0000
-41.121         35.587         8.9000         0.0000
-41.095         17.760         8.9000         0.0000
-41.060         -28.251        8.9000         0.0000
-41.037         -9.1168        8.9000         0.0000
-41.012         43.795         8.9000         0.0000
-41.011         -43.796        8.9000         0.0000
-41.007         32.622         8.9000         0.0000
-40.993         -35.820        8.9000         0.0000
-40.974         -11.213        8.9000         0.0000
-40.952         -16.982        8.9000         0.0000
-40.927         38.724         8.9000         0.0000
-40.897         2.1091         8.9000         0.0000
-40.878         22.923         8.9000         0.0000
-40.838         -12.806        8.9000         0.0000
-40.822         -26.229        8.9000         0.0000
-40.702         -14.398        8.9000         0.0000
-40.649         10.046         8.9000         0.0000
-40.616         -41.712        8.9000         0.0000
-40.615         8.6381         8.9000         0.0000
-40.587         3.8868         8.9000         0.0000
-40.580         7.2304         8.9000         0.0000
-40.578         12.446         8.9000         0.0000
-40.522         24.294         8.9000         0.0000
-40.466         20.932         8.9000         0.0000
-40.439         -20.296        8.9000         0.0000
-40.383         31.110         8.9000         0.0000
-40.351         -30.816        8.9000         0.0000
-40.340         -8.1914        8.9000         0.0000
-40.293         -6.6648        8.9000         0.0000
-40.278         -10.288        8.9000         0.0000
-40.277         5.6645         8.9000         0.0000
-40.245         -5.1382        8.9000         0.0000
-40.198         -3.6116        8.9000         0.0000
-40.177         36.874         8.9000         0.0000
-40.161         -33.904        8.9000         0.0000
-40.159         41.886         8.9000         0.0000
-40.139         -39.510        8.9000         0.0000
-40.125         25.875         8.9000         0.0000
-40.097         -21.813        8.9000         0.0000
-40.069         -2.0617        8.9000         0.0000
-40.063         33.908         8.9000         0.0000
-40.054         18.940         8.9000         0.0000
-40.014         -15.675        8.9000         0.0000
-39.940         -0.51170       8.9000         0.0000
-39.886         13.614         8.9000         0.0000
-39.880         -18.220        8.9000         0.0000
-39.811         1.0383         8.9000         0.0000
-39.793         15.076         8.9000         0.0000
-39.781         11.520         8.9000         0.0000
-39.779         -29.162        8.9000         0.0000
-39.760         29.599         8.9000         0.0000
-39.755         -23.330        8.9000         0.0000
-39.728         27.457         8.9000         0.0000
-39.699         16.539         8.9000         0.0000
-39.661         -37.308        8.9000         0.0000
-39.581         -9.3626        8.9000         0.0000
-39.554         45.116         8.9000         0.0000
-39.553         -45.117        8.9000         0.0000
-39.541         -27.140        8.9000         0.0000
-39.518         -11.459        8.9000         0.0000
-39.501         2.8160         8.9000         0.0000
-39.464         17.881         8.9000         0.0000
-39.424         22.112         8.9000         0.0000
-39.409         40.035         8.9000         0.0000
-39.382         -13.052        8.9000         0.0000
-39.363         -35.538        8.9000         0.0000
-39.330         -31.988        8.9000         0.0000
-39.303         -25.119        8.9000         0.0000
-39.191         4.5937         8.9000         0.0000
-39.180         -43.057        8.9000         0.0000
-39.119         35.195         8.9000         0.0000
-39.089         12.688         8.9000         0.0000
-39.069         23.482         8.9000         0.0000
-39.012         20.120         8.9000         0.0000
-39.004         32.230         8.9000         0.0000
-38.984         10.594         8.9000         0.0000
-38.950         9.1867         8.9000         0.0000
-38.943         -16.913        8.9000         0.0000
-38.915         7.7791         8.9000         0.0000
-38.881         6.3714         8.9000         0.0000
-38.821         -10.534        8.9000         0.0000
-38.809         -19.457        8.9000         0.0000
-38.807         -40.997        8.9000         0.0000
-38.723         43.231         8.9000         0.0000
-38.714         24.853         8.9000         0.0000
-38.694         -14.329        8.9000         0.0000
-38.659         38.185         8.9000         0.0000
-38.632         -7.7978        8.9000         0.0000
-38.585         -6.2712        8.9000         0.0000
-38.537         -4.7447        8.9000         0.0000
-38.531         -33.622        8.9000         0.0000
-38.498         -30.072        8.9000         0.0000
-38.468         -20.974        8.9000         0.0000
-38.423         19.061         8.9000         0.0000
-38.397         13.855         8.9000         0.0000
-38.391         36.563         8.9000         0.0000
-38.381         30.718         8.9000         0.0000
-38.349         28.577         8.9000         0.0000
-38.329         -38.795        8.9000         0.0000
-38.316         26.435         8.9000         0.0000
-38.303         15.318         8.9000         0.0000
-38.294         -2.9737        8.9000         0.0000
-38.292         11.762         8.9000         0.0000
-38.260         -28.051        8.9000         0.0000
-38.165         -1.4237        8.9000         0.0000
-38.126         -22.491        8.9000         0.0000
-38.068         16.660         8.9000         0.0000
-38.062         -11.705        8.9000         0.0000
-38.060         33.516         8.9000         0.0000
-38.052         46.390         8.9000         0.0000
-38.052         -46.390        8.9000         0.0000
-38.036         0.12623        8.9000         0.0000
-38.031         -37.025        8.9000         0.0000
-38.023         -26.030        8.9000         0.0000
-38.006         -15.606        8.9000         0.0000
-37.971         21.300         8.9000         0.0000
-37.921         1.6562         8.9000         0.0000
-37.891         41.346         8.9000         0.0000
-37.873         -8.9690        8.9000         0.0000
-37.872         -18.150        8.9000         0.0000
-37.833         18.001         8.9000         0.0000
-37.785         -24.008        8.9000         0.0000
-37.732         -35.256        8.9000         0.0000
-37.700         -44.355        8.9000         0.0000
-37.699         -31.706        8.9000         0.0000
-37.616         22.671         8.9000         0.0000
-37.611         3.4339         8.9000         0.0000
-37.604         -19.531        8.9000         0.0000
-37.600         12.929         8.9000         0.0000
-37.381         20.241         8.9000         0.0000
-37.374         -12.982        8.9000         0.0000
-37.349         -42.319        8.9000         0.0000
-37.339         10.194         8.9000         0.0000
-37.332         34.884         8.9000         0.0000
-37.304         8.7865         8.9000         0.0000
-37.301         5.2117         8.9000         0.0000
-37.270         7.3788         8.9000         0.0000
-37.262         -21.048        8.9000         0.0000
-37.260         24.041         8.9000         0.0000
-37.243         44.529         8.9000         0.0000
-37.141         39.495         8.9000         0.0000
-37.113         -10.140        8.9000         0.0000
-37.083         -28.962        8.9000         0.0000
-37.002         31.838         8.9000         0.0000
-36.997         -40.283        8.9000         0.0000
-36.970         29.696         8.9000         0.0000
-36.937         27.554         8.9000         0.0000
-36.935         -16.843        8.9000         0.0000
-36.924         -7.4043        8.9000         0.0000
-36.920         -22.565        8.9000         0.0000
-36.908         14.096         8.9000         0.0000
-36.905         25.412         8.9000         0.0000
-36.901         -33.340        8.9000         0.0000
-36.876         -5.8777        8.9000         0.0000
-36.873         37.874         8.9000         0.0000
-36.845         -26.941        8.9000         0.0000
-36.792         19.181         8.9000         0.0000
-36.699         -38.513        8.9000         0.0000
-36.686         -14.259        8.9000         0.0000
-36.672         15.438         8.9000         0.0000
-36.666         -18.224        8.9000         0.0000
-36.647         11.362         8.9000         0.0000
-36.633         -4.1067        8.9000         0.0000
-36.607         -24.919        8.9000         0.0000
-36.604         36.252         8.9000         0.0000
-36.508         47.615         8.9000         0.0000
-36.507         -47.615        8.9000         0.0000
-36.453         -45.352        8.9000         0.0000
-36.437         16.780         8.9000         0.0000
-36.433         42.667         8.9000         0.0000
-36.426         -30.409        8.9000         0.0000
-36.422         21.247         8.9000         0.0000
-36.400         -36.743        8.9000         0.0000
-36.398         -19.604        8.9000         0.0000
-36.389         -2.3358        8.9000         0.0000
-36.274         33.206         8.9000         0.0000
-36.260         -0.78580       8.9000         0.0000
-36.248         -11.864        8.9000         0.0000
-36.202         18.122         8.9000         0.0000
-36.164         -8.5755        8.9000         0.0000
-36.162         45.596         8.9000         0.0000
-36.145         0.74421        8.9000         0.0000
-36.102         -43.316        8.9000         0.0000
-36.102         -34.973        8.9000         0.0000
-36.066         22.617         8.9000         0.0000
-36.056         -21.121        8.9000         0.0000
-36.030         2.2742         8.9000         0.0000
-35.998         -15.536        8.9000         0.0000
-35.983         -23.566        8.9000         0.0000
-35.954         12.529         8.9000         0.0000
-35.832         20.187         8.9000         0.0000
-35.750         -41.280        8.9000         0.0000
-35.729         -16.917        8.9000         0.0000
-35.720         4.0519         8.9000         0.0000
-35.711         23.988         8.9000         0.0000
-35.694         9.7940         8.9000         0.0000
-35.690         6.2191         8.9000         0.0000
-35.668         -27.852        8.9000         0.0000
-35.664         30.684         8.9000         0.0000
-35.659         8.3863         8.9000         0.0000
-35.632         28.542         8.9000         0.0000
-35.627         -32.043        8.9000         0.0000
-35.623         40.806         8.9000         0.0000
-35.600         26.400         8.9000         0.0000
-35.560         -13.142        8.9000         0.0000
